sentence_index,word_index,word,gold_lex,gold_pos,gold_stemgloss
77,151,بعض,بَعْض,noun_quant,"some,_a_few,_little,_part"
77,152,الأحيان,حِين,noun,times;opportunities
77,153,ذلك,ذٰلِكَ,pron_dem,that
77,154,يؤدي,أَدَّى,verb,perform_(function);carry_out_(duty)
77,155,لعدم,عَدَم,noun,absence_of;lack_of;not;non-
77,156,قدرتهم,قُدْرَة,noun,capacity;ability;potential;power
77,157,على,عَلَى,prep,on;above
77,158,الاستمرار,ٱِسْتِمْرار,noun,continuation;continuity
77,159,في,فِي,prep,in
77,160,الدراسة,دِراسَة,noun,study
77,161,والتوقف,تَوَقُّف,noun,stop;halt
77,162,.,.,punc,.
77,163,وكل,كُلّ,noun_quant,"all,_entire,_every,_whole"
77,164,هذا,هٰذا,pron_dem,this_[masc.sg.]
77,165,يحدث,حَدَث,verb,happen;take_place
77,166,بسبب,سَبَب,noun,because_of;due_to
77,167,سوء,سُوء,noun,offense;bad;ill;miss-
77,168,استخدام,ٱِسْتِخْدام,noun,usage;using;utilization
77,169,وسائل,وَسِيلَة,noun,means;devices;instruments
77,170,التواصل,تَواصُل,noun,continuity;continuation
77,171,الاجتماعي,ٱِجْتِماعِيّ,adj,social
77,172,",",",",punc,","
77,173,فيجب,وَجَب,verb,be_necessary;be_incumbent
77,174,أن,أَنْ,conj_sub,"That,_to"
77,175,يكون,كان,verb,be
77,176,هناك,هُناكَ,adv,there
77,177,توعية,تَوْعِيَة,noun,making_aware;enlightening;raising_awareness
77,178,مستمرة,مُسْتَمِرّ,adj,continuing;continuous;incessant
77,179,لكيفية,كَيْفِيَّة,noun,manner;mode;way
77,180,استخدام,ٱِسْتِخْدام,noun,usage;using;utilization
77,181,وسائل,وَسِيلَة,noun,means;devices;instruments
77,182,التواصل,تَواصُل,noun,continuity;continuation
77,183,الاجتماعي,ٱِجْتِماعِيّ,adj,social
77,184,بالطريقة,طَرِيقَة,noun,method;procedure
77,185,الصحيحة,صَحِيح,adj,healthy;in_good_health
77,186,النافعة,نافِع,noun,useful;beneficial;productive
77,187,.,.,punc,.
78,0,تعد,عَدّ,verb,be_counted;be_considered;be_deemed
78,1,وسائل,وَسِيلَة,noun,means;devices;instruments
78,2,التواصل,تَواصُل,noun,continuity;continuation
78,3,الاجتماعي,ٱِجْتِماعِيّ,adj,social
78,4,أحد,أَحَد,noun,one_(of);someone;anyone;no-one
78,5,أهم,أَهَمّ,adj_comp,more/most_important
78,6,الوسائل,وَسِيلَة,noun,means;devices;instruments
78,7,للتواصل,تَواصُل,noun,continuity;continuation
78,8,في,فِي,prep,in
78,9,القرن,قَرْن,noun,century;age
78,10,الواحد,واحِد,noun_num,one
78,11,والعشرين,عِشْرُون,noun_num,twenty;twentieth
78,12,",",",",punc,","
78,13,حيث,حَيْثُ,adv_rel,where;whereby;since;given_that
78,14,أصبح,أَصْبَح,verb,become;begin;start
78,15,الجميع,جَمِيع,noun_quant,"all,_entire,_every,_whole"
78,16,على,عَلَى,prep,on;above
78,17,دراية,دِرايَة,noun,knowledge;knowing
78,18,بطريقة,طَرِيقَة,noun,method;procedure
78,19,استخدامها,ٱِسْتِخْدام,noun,usage;using;utilization
78,20,.,.,punc,.
78,21,لكن,لٰكِنَّ,verb_pseudo,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
78,22,هذه,هٰذا,pron_dem,this/these
78,23,الوسائل,وَسِيلَة,noun,means;devices;instruments
78,24,أصبحت,أَصْبَح,verb,become;begin;start
78,25,تؤثر,أَثَّر,verb,be_affected;be_influenced
78,26,على,عَلَى,prep,on;above
78,27,الفرد,فَرْد,noun,individual;unit
78,28,خاصة,خاصّ,adj,special;specific
78,29,والمجتمع,مُجْتَمَع,noun,society
78,30,عامة,عامّ,adj,general;common;public
78,31,",",",",punc,","
78,32,حيث,حَيْثُ,adv_rel,where;whereby;since;given_that
78,33,أصبحت,أَصْبَح,verb,become;begin;start
78,34,أحد,أَحَد,noun,one_(of);someone;anyone;no-one
78,35,أولوياتنا,أَوْلَوِيَّة,noun,priorities
78,36,في,فِي,prep,in
78,37,الحياة,حَياة,noun,life
78,38,خصوصا,خُصُوص,noun,matter;issue;regard;respect
78,39,للمراهقين,مُراهِق,noun,adolescent
78,40,لأنها,أَنَّ,conj_sub,for_+_that
78,41,تعزلهم,عَزَل,verb,depose;dismiss
78,42,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
78,43,المجتمع,مُجْتَمَع,noun,society
78,44,الخارجي,خارِجِيّ,adj,foreign;outside;outer
78,45,ولا,لا,part_neg,no;not;non-
78,46,تجعلهم,جَعَل,verb,make;bring_about;appoint
78,47,في,فِي,prep,in
78,48,وعي,وَعْي,noun,consciousness;awareness;attention
78,49,لما,ما,pron_rel,why/for_+_what
78,50,يحدث,حَدَث,verb,happen;take_place
78,51,حولهم,حَوْل,noun,about;around;concerning
78,52,.,.,punc,.
78,53,كما,ما,pron_rel,what/which
78,54,هو,هُوَ,pron,it/he
78,55,معروف,مَعْرُوف,adj,known;well-known
78,56,فكل,كُلّ,noun_quant,"all,_entire,_every,_whole"
78,57,شيء,شَيْء,noun,something;thing
78,58,في,فِي,prep,in
78,59,هذه,هٰذا,pron_dem,this/these
78,60,الدنيا,دُنْيا,noun,world
78,61,له,لِ,prep,to/for_+_it/him_(it/he_has)
78,62,سلبيات,سَلْبِيَّة,noun,negativism
78,63,وإيجابيات,إِيجابِيّ,adj,positive;affirmative
78,64,",",",",punc,","
78,65,فوسائل,وَسِيلَة,noun,means;devices;instruments
78,66,التواصل,تَواصُل,noun,continuity;continuation
78,67,أيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
78,68,لها,لِ,prep,"to/for_+_it/them/her_(it/she_has,_they_have)"
78,69,سلبيات,سَلْبِيَّة,noun,negativism
78,70,وإيجابيات,إِيجابِيّ,adj,positive;affirmative
78,71,.,.,punc,.
78,72,في,فِي,prep,in
78,73,البداية,بِدايَة,noun,beginning;start
78,74,سلبيات,سَلْبِيَّة,noun,negativism
78,75,وسائل,وَسِيلَة,noun,means;devices;instruments
78,76,التواصل,تَواصُل,noun,continuity;continuation
78,77,الاجتماعي,ٱِجْتِماعِيّ,adj,social
78,78,",",",",punc,","
78,79,أولا,أَوَّل,adj_num,first_of_all;primarily;in_the_first_place
78,80,الإدمان,إِدْمان,noun,addiction;mania
78,81,وهو,هُوَ,pron,it/he
78,82,أحد,أَحَد,noun,one_(of);someone;anyone;no-one
78,83,أخطر,أَخْطَر,adj_comp,more/most_dangerous;more/most_serious
78,84,المشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
78,85,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
78,86,يواجهها,واجَه,verb,face;be_faced_with;confront
78,87,المراهقون,مُراهِق,noun,adolescent
78,88,حيث,حَيْثُ,adv_rel,where;whereby;since;given_that
78,89,أصبحت,أَصْبَح,verb,become;begin;start
78,90,هذه,هٰذا,pron_dem,this/these
78,91,المواقع,مَوْقِع,noun,positions;locations;sites
78,92,كالمخدرات,مُخَدِّر,noun,narcotics;drugs
78,93,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
78,94,لا,لا,part_neg,no;not;non-
78,95,يستطيعون,ٱِسْتَطاع,verb,be_able;be_capable
78,96,الاستغناء,ٱِسْتِغْناء,noun,dispensing_with;renunciation
78,97,عنها,عَن,prep,"(away)_from,_off,_about,_on,_over"
78,98,في,فِي,prep,in
78,99,أي,أَيّ,noun_quant,any
78,100,وقت,وَقْت,noun,time;moment;period_of_time
78,101,",",",",punc,","
78,102,وهو,هُوَ,pron,it/he
78,103,ما,ما,pron_rel,what/which
78,104,يقودهم,قاد,verb,lead;guide
78,105,للحصول,حُصُول,noun,acquisition;obtaining
78,106,على,عَلَى,prep,on;above
78,107,درجات,دَرَجَة,noun,degrees;classes;ranks;grades;levels
78,108,متدنية,مُتَدَنِّي,adj,declining;falling
78,109,سواء,سَواء,noun,except;whether;regardless
78,110,في,فِي,prep,in
78,111,الجامعة,جامِعَة,noun,university
78,112,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
78,113,المدرسة,مَدْرَسَة,noun,school
78,114,.,.,punc,.
78,115,ثانيا,ثانِي,adj_num,second;next
78,116,التأثر,تَأَثُّر,noun,state_of_being_affected;sensitivity
78,117,بالمشاهير,مَشْهُور,noun,celebrities;luminaries
78,118,الذين,الَّذِي,pron_rel,who;whom_[pl.]
78,119,إذا,إِذا,conj_sub,"If,_whether,_when,_whenever"
78,120,فعلوا,فَعَل,verb,do;act
78,121,شيئا,شَيْء,noun,something;thing
78,122,أصبح,أَصْبَح,verb,become;begin;start
78,123,الناس,ناس,noun,people
78,124,يقلدونهم,قَلَّد,verb,imitate;entrust
78,125,حتى,حَتَّى,prep,until;up_to
78,126,لو,لَوْ,conj_sub,if
78,127,كان,كان,verb,be;was;were
78,128,خطأ,خَطَأ,noun,mistake;error;fault
78,129,.,.,punc,.
78,130,أما,أَمّا,part_focus,"As_to,_as_for,_as_far_as_he_(she,_it,_..etc)_is_concerned,_but,_however,_yet,_on_the_other_hand"
78,131,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
78,132,إيجابيات,إِيجابِيّ,noun,positive_aspects;good_points
78,133,هذه,هٰذا,pron_dem,this/these
78,134,المواقع,مَوْقِع,noun,positions;locations;sites
78,135,فهي,هِيَ,pron,it/they/she
78,136,تساعدنا,ساعَد,verb,help;assist;support;contribute
78,137,على,عَلَى,prep,on;above
78,138,اكتساب,ٱِكْتِساب,noun,acquisition;gaining
78,139,المعلومات,مَعْلُوم,noun,information;data
78,140,بسهولة,سُهُولَة,noun,ease;facility
78,141,دون,دُون,noun,without;beneath;underneath;inferior;poor
78,142,تعب,تَعْب,noun,trouble;burden
78,143,ولا,لا,conj,"nor,_neither"
78,144,جهد,جُهْد,noun,strain;exertion
78,145,",",",",punc,","
78,146,وأيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
78,147,من,مِن,prep,from
78,148,خلالها,خِلال,noun,during;through;(by)_means_(of);via;through
78,149,نستطيع,ٱِسْتَطاع,verb,be_able;be_capable
78,150,التعرف,تَعَرُّف,noun,acquaintance;knowledge
78,151,على,عَلَى,prep,on;above
78,152,أصدقاء,صَدِيق,noun,friends
78,153,من,مِن,prep,from
78,154,دول,دَوْلَة,noun,states;countries
78,155,مختلفة,مُخْتَلِف,adj,different;various
78,156,ونفهم,فَهِم,verb,be_understood
78,157,ثقافاتهم,ثَقافَة,noun,culture;civilization
78,158,.,.,punc,.
78,159,في,فِي,prep,in
78,160,النهاية,نِهايَة,noun,end;termination
78,161,وسائل,وَسِيلَة,noun,means;devices;instruments
78,162,التواصل,تَواصُل,noun,continuity;continuation
78,163,الاجتماعي,ٱِجْتِماعِيّ,adj,social
78,164,شيء,شَيْء,noun,something;thing
78,165,لا,لا,part_neg,no;not;non-
78,166,نستطيع,ٱِسْتَطاع,verb,be_able;be_capable
78,167,الاستغناء,ٱِسْتِغْناء,noun,dispensing_with;renunciation
78,168,عنه,عَن,prep,"(away)_from,_off,_about,_on,_over"
78,169,في,فِي,prep,in
78,170,هذا,هٰذا,pron_dem,this_[masc.sg.]
78,171,الوقت,وَقْت,noun,time;moment;period_of_time
78,172,.,.,punc,.
78,173,على,عَلَى,prep,on;above
78,174,الرغم,رَغْم,noun,in_spite_of;despite
78,175,من,مِن,prep,from
78,176,وجود,وُجُود,noun,presence;existence
78,177,سلبيات,سَلْبِيَّة,noun,negativism
78,178,عديدة,عَدِيد,adj,numerous;many
78,179,",",",",punc,","
78,180,لكن,لٰكِنْ,conj,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
78,181,إذا,إِذا,conj_sub,"If,_whether,_when,_whenever"
78,182,لم,لَمْ,part_neg,did_not
78,183,نأخذ,أَخَذ,verb,take;begin
78,184,بالسلبيات,سَلْبِيَّة,noun,negativism
78,185,وأخذنا,أَخَذ,verb,take;begin
78,186,الإيجابيات,إِيجابِيّ,noun,positive_aspects;good_points
78,187,فهذه,هٰذا,pron_dem,this/these
78,188,الإيجابيات,إِيجابِيّ,noun,positive_aspects;good_points
78,189,سوف,سَوْفَ,part_fut,will;shall
78,190,تؤثر,أَثَّر,verb,be_affected;be_influenced
78,191,على,عَلَى,prep,on;above
78,192,المجتمع,مُجْتَمَع,noun,society
78,193,بشكل,شَكْل,noun,manner;form;configuration
78,194,جيد,جَيِّد,adj,good
78,195,.,.,punc,.
79,0,في,فِي,prep,in
79,1,الآونة,أَوان,noun,times;moments
79,2,الأخيرة,أَخِير,adj,last;latest;recent;latter
79,3,ظهرت,ظَهَر,verb,appear;emerge
79,4,لدينا,لَدَى,noun,with;by
79,5,العديد,عَدِيد,adj,numerous;many
79,6,من,مِن,prep,from
79,7,وسائل,وَسِيلَة,noun,means;devices;instruments
79,8,التواصل,تَواصُل,noun,continuity;continuation
79,9,الاجتماعي,ٱِجْتِماعِيّ,adj,social
79,10,.,.,punc,.
79,11,بالطبع,طَبْع,noun,naturally;of_course
79,12,هنالك,هُنالِكَ,adv,there
79,13,تأثير,تَأْثِير,noun,effect;influence;impact
79,14,على,عَلَى,prep,on;above
79,15,الفرد,فَرْد,noun,individual;unit
79,16,والمجتمع,مُجْتَمَع,noun,society
79,17,",",",",punc,","
79,18,فكما,ما,conj_sub,that/if/unless/whether/as_long_as/as_soon_as
79,19,نعلم,عَلِم,verb,be_known;be_found_out
79,20,وسائل,وَسِيلَة,noun,means;devices;instruments
79,21,التواصل,تَواصُل,noun,continuity;continuation
79,22,الاجتماعي,ٱِجْتِماعِيّ,adj,social
79,23,متاحة,مُتاح,adj,provided;available;granted
79,24,للجميع,جَمِيع,noun_quant,"all,_entire,_every,_whole"
79,25,ويمكن,أَمْكَن,verb,be_possible;make_possible_for
79,26,للأطفال,طِفْل,noun,children;infants
79,27,أيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
79,28,المشاركة,مُشارَكَة,noun,participation;association
79,29,فيها,فِي,prep,in
79,30,وهنا,هُنا,adv,here
79,31,قد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
79,32,تتضمن,تَضَمَّن,verb,guarantee;comprise;include
79,33,ضررا,ضَرَر,noun,damage;injury;harm
79,34,كبيرا,كَبِير,adj,large;great;important;major;senior
79,35,قد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
79,36,يودي,أَوْدَى,verb,put_and_end_to;destroy
79,37,بحياة,حَياة,noun,life
79,38,الأطفال,طِفْل,noun,children;infants
79,39,.,.,punc,.
79,40,قد,قَدْ,part_verb,"may,_might,_perhaps,_maybe,_possibly,_probably"
79,41,يتواصل,تَواصَل,verb,be_interconnected
79,42,أحد,أَحَد,noun,one_(of);someone;anyone;no-one
79,43,المستخدمون,مُسْتَخْدِم,noun,employer;user
79,44,السيئون,سَيِّء,adj,bad
79,45,مع,مَع,noun,something_with
79,46,هؤلاء,هٰذا,pron_dem,these
79,47,الأطفال,طِفْل,noun,children;infants
79,48,ويقومون,قام,verb,undertake;carry_out
79,49,بخداعهم,خِداع,noun,deception
79,50,للقيام,قِيام,noun,undertaking;carrying_out;setting_up
79,51,بأمور,أَمْر,noun,matters;issues
79,52,فظيعة,فَظِيع,adj,hideous;heinous
79,53,كالقتل,قَتْل,noun,murder;killing
79,54,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
79,55,السرقة,سَرِقَة,noun,stealing;theft;heist
79,56,.,.,punc,.
79,57,أيضا,أَيْضاً,adv,"also,_too,_as_well_(as),_along_with,_in_addition_(to)"
79,58,هنالك,هُنالِكَ,adv,there
79,59,الكثير,كَثِير,adj,many;much;numerous
79,60,من,مِن,prep,from
79,61,الأشخاص,شَخْص,noun,individuals;persons
79,62,الذين,الَّذِي,pron_rel,who;whom_[pl.]
79,63,يقومون,قام,verb,undertake;carry_out
79,64,بسرقة,سَرِقَة,noun,stealing;theft;heist
79,65,المعلومات,مَعْلُوم,noun,information;data
79,66,الشخصية,شَخْصِيّ,adj,private;personal
79,67,والهامة,هامّ,adj,important;significant
79,68,لغرض,غَرَض,noun,goal;purpose;objective
79,69,التهديد,تَهْدِيد,noun,threat;menace;danger
79,70,أو,أَوْ,conj,"Or,_if_not,_unless,_except_if,_except_when"
79,71,افتعال,ٱِفْتِعال,noun,provoking;inciting;concocting
79,72,المشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
79,73,.,.,punc,.
79,74,في,فِي,prep,in
79,75,الآونة,أَوان,noun,times;moments
79,76,الأخيرة,أَخِير,adj,last;latest;recent;latter
79,77,وبعد,بَعْد,noun,after
79,78,ظهور,ظُهُور,noun,appearance;emergence
79,79,هذه,هٰذا,pron_dem,this/these
79,80,الوسائل,وَسِيلَة,noun,means;devices;instruments
79,81,أصبح,أَصْبَح,verb,become;begin;start
79,82,الناس,ناس,noun,people
79,83,منعزلون,مُنْعَزِل,adj,isolated;sporadic
79,84,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
79,85,المجتمع,مُجْتَمَع,noun,society
79,86,واستقلوا,ٱِسْتَقَلّ,verb,be_independent;be_autonomous
79,87,بأنفسهم,نَفْس,noun,selves
79,88,وابتعدوا,ٱِبْتَعَد,verb,move_away;eschew;be_far_away_(from)
79,89,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
79,90,عائلاتهم,عائِلَة,noun,families;households
79,91,وأصدقائهم,صَدِيق,noun,friends
79,92,.,.,punc,.
79,93,هنالك,هُنالِكَ,adv,there
79,94,العديد,عَدِيد,adj,numerous;many
79,95,من,مِن,prep,from
79,96,الإيجابيات,إِيجابِيّ,noun,positive_aspects;good_points
79,97,لهذا,هٰذا,pron_dem,this_[masc.sg.]
79,98,التواصل,تَواصُل,noun,continuity;continuation
79,99,ولكن,لٰكِنْ,conj,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
79,100,علينا,عَلَى,prep,on;above
79,101,استخدامها,ٱِسْتِخْدام,noun,usage;using;utilization
79,102,بشكل,شَكْل,noun,manner;form;configuration
79,103,صحيح,صَحِيح,adj,yes;right;really;truly
79,104,والحذر,حِذْر,noun,caution
79,105,من,مِن,prep,from
79,106,الفئة,فِئَة,noun,faction;party
79,107,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
79,108,تفتعل,ٱِفْتَعَل,verb,provoke;incite;concoct
79,109,المشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
79,110,.,.,punc,.
80,0,السلام,سَلام,noun,greeting;salute;salutation
80,1,عليكم,عَلَى,prep,on;above
80,2,ورحمة,رَحْمَة,noun,compassion;mercy
80,3,الله,اللّٰه,noun_prop,Allah;God
80,4,وبركاته,بَرَكَة,noun_prop,Barakaat;Barakat
80,5,.,.,punc,.
80,6,وسائل,وَسِيلَة,noun,means;devices;instruments
80,7,التواصل,تَواصُل,noun,continuity;continuation
80,8,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,9,هي,هِيَ,pron,it/they/she
80,10,وسائل,وَسِيلَة,noun,means;devices;instruments
80,11,منها,مِن,prep,from
80,12,نستطيع,ٱِسْتَطاع,verb,be_able;be_capable
80,13,أن,أَنْ,conj_sub,"That,_to"
80,14,نتشارك,تَشارَك,verb,be_partners
80,15,الأفكار,فِكْر,noun,thoughts;ideas;concepts
80,16,والبحث,بَحْث,noun,search;examination;research
80,17,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
80,18,المعلومات,مَعْلُوم,noun,information;data
80,19,التي,الَّذِي,pron_rel,which;who;whom_[fem.sg.]
80,20,تساعدنا,ساعَد,verb,help;assist;support;contribute
80,21,في,فِي,prep,in
80,22,حياتنا,حَياة,noun,life
80,23,",",",",punc,","
80,24,ولكن,لٰكِنَّ,verb_pseudo,"But,_however,_yet,_still,_nevertheless,_on_the_other_hand"
80,25,وسائل,وَسِيلَة,noun,means;devices;instruments
80,26,التواصل,تَواصُل,noun,continuity;continuation
80,27,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,28,لها,لِ,prep,"to/for_+_it/them/her_(it/she_has,_they_have)"
80,29,جوانب,جانِب,noun,sides;aspects
80,30,سلبية,سَلْبِيّ,adj,negative;passive
80,31,وإيجابية,إِيجابِيّ,adj,positive;affirmative
80,32,.,.,punc,.
80,33,سلبيات,سَلْبِيَّة,noun,negativism
80,34,التواصل,تَواصُل,noun,continuity;continuation
80,35,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,36,هي,هِيَ,pron,it/they/she
80,37,كثرة,كَثْرَة,noun,abundance;frequency
80,38,الجلوس,جُلُوس,noun,sitting
80,39,على,عَلَى,prep,on;above
80,40,الهاتف,هاتِف,noun,shouting;calling
80,41,وهذا,هٰذا,pron_dem,this_[masc.sg.]
80,42,يسبب,سَبَّب,verb,cause;produce;provoke
80,43,مشاكل,مُشْكِلَة,noun,problems;inconveniences;issues
80,44,صحية,صِحِّيّ,adj,health;healthy;sanitary
80,45,.,.,punc,.
80,46,لهذا,هٰذا,pron_dem,this_[masc.sg.]
80,47,حاول,حاوَل,verb,attempt;try
80,48,الابتعاد,ٱِبْتِعاد,noun,avoiding;eschewing
80,49,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
80,50,الهاتف,هاتِف,noun,shouting;calling
80,51,قدر,قَدْر,noun,extent;degree;amount;value;level
80,52,الإمكان,إِمْكان,noun,possibility;possible
80,53,لكي,كَيْ,conj_sub,in_order_+_that
80,54,تتجنب,تَجَنَّب,verb,avoid
80,55,هذه,هٰذا,pron_dem,this/these
80,56,المخاطر,مَخاطِر,noun,dangers;perils;adventures
80,57,واشغل,شَغَل,verb,occupy;preoccupy;employ
80,58,نفسك,نَفْس,noun,same;self
80,59,في,فِي,prep,in
80,60,أشياء,شَيْء,noun,things
80,61,أخرى,آخَر,adj,other;another
80,62,لكي,كَيْ,conj_sub,in_order_+_that
80,63,لا,لا,part_neg,no;not;non-
80,64,تشاهد,شاهَد,verb,watch;observe;witness
80,65,الهاتف,هاتِف,noun,shouting;calling
80,66,لساعات,ساعَة,noun,clocks;watches;timepieces
80,67,طويلة,طَوِيل,adj,tall;long
80,68,.,.,punc,.
80,69,إيجابيات,إِيجابِيّ,noun,positive_aspects;good_points
80,70,التواصل,تَواصُل,noun,continuity;continuation
80,71,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,72,يمكنك,أَمْكَن,verb,be_possible;make_possible_for
80,73,أن,أَنْ,conj_sub,"That,_to"
80,74,تعمل,عَمِل,verb,work;function;act
80,75,على,عَلَى,prep,on;above
80,76,أبحاثك,بَحْث,noun,research
80,77,من,مِن,prep,from
80,78,خلاله,خِلال,noun,during;through;(by)_means_(of);via;through
80,79,وتستطيع,ٱِسْتَطاع,verb,be_able;be_capable
80,80,أن,أَنْ,conj_sub,"That,_to"
80,81,تمارس,مارَس,verb,be_exerted;be_brought_to_bear_(pressure)
80,82,دراستك,دِراسَة,noun,study
80,83,عن,عَن,prep,"(away)_from,_off,_about,_on,_over"
80,84,طريق,طَرِيق,noun,road;way
80,85,التواصل,تَواصُل,noun,continuity;continuation
80,86,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,87,.,.,punc,.
80,88,وتأثير,تَأْثِير,noun,effect;influence;impact
80,89,التواصل,تَواصُل,noun,continuity;continuation
80,90,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,91,على,عَلَى,prep,on;above
80,92,أفراد,فَرْد,noun,individuals
80,93,المجتمع,مُجْتَمَع,noun,society
80,94,تأثير,تَأْثِير,noun,effect;influence;impact
80,95,كبير,كَبِير,adj,large;great;important;major;senior
80,96,حتى,حَتَّى,prep,until;up_to
80,97,أصبح,أَصْبَح,verb,become;begin;start
80,98,التواصل,تَواصُل,noun,continuity;continuation
80,99,الاجتماعي,ٱِجْتِماعِيّ,adj,social
80,100,هوسا,هَوَس,noun,mania;folly;frenzy
80,101,لدى,لَدَى,noun,with;by
80,102,البعض,بَعْض,noun_quant,"some,_a_few,_little,_part"
80,103,لا,لا,part_neg,no;not;non-
80,104,يستطيع,ٱِسْتَطاع,verb,be_able;be_capable
80,105,التوقف,تَوَقُّف,noun,stop;halt
80,106,عنه,عَن,prep,"(away)_from,_off,_about,_on,_over"
80,107,.,.,punc,.
81,0,أطلقت,أَطْلَق,verb,be_released;be_fired
81,1,دولة,دَوْلَة,noun,state;country
81,2,الإمارات,إِمارَة,noun,Emirates
81,3,برنامجا,بَرْنامَج,noun,program
81,4,وطنيا,وَطَنِيّ,adj,national
81,5,للتسامح,تَسامُح,noun,tolerance
81,6,وشرعت,شَرَّع,verb,be_legislated
81,7,قانون,قانُون,noun,law;statutes;regulations
81,8,مكافحة,مُكافَحَة,noun,confrontation;battle
81,9,التميز,تَمَيُّز,noun,standing_out;being_distinguished
81,10,والكراهية,كَراهِيَّة,noun,antipathy;dislike
81,11,وأسست,أَسَّس,verb,establish;found
81,12,الكثير,كَثِير,adj,many;much;numerous
81,13,من,مِن,prep,from
81,14,المراكز,مَرْكَز,noun,centers;stations
81,15,لمكافحة,مُكافَحَة,noun,confrontation;battle
81,16,التطرف,تَطَرُّف,noun,extremism;radicalism
81,17,والإرهاب,إِرْهاب,noun,terrorism;terrorizing
81,18,.,.,punc,.
81,19,تعددت,تَعَدَّد,verb,be_numerous
81,20,حضارات,حَضارَة,noun,civilizations;cultures
81,21,دولة,دَوْلَة,noun,state;country
81,22,الإمارات,إِمارَة,noun,Emirates
81,23,ومنها,مِن,prep,from
81,24,حضارة,حَضارَة,noun,civilization;culture
81,25,الإمارات,إِمارَة,noun,Emirates
81,26,في,فِي,prep,in
81,27,العصر,عَصْر,noun,age;period;epoch
81,28,البرونزي,بُرُونْزِيّ,adj,bronze
81,29,وحضارة,حَضارَة,noun,civilization;culture
81,30,أم,أُمّ,noun_prop,Umm
81,31,النار,نار,noun,fire;shooting
81,32,وحقبة,حُقْب,noun,long_period
81,33,جبل,جَبَل,noun_prop,Jabal
81,34,حفيت,حَفِيت,noun_prop,Hafeet
81,35,.,.,punc,.
81,36,وشهدت,شَهِد,verb,witness;observe
81,37,دولة,دَوْلَة,noun,state;country
81,38,الإمارات,إِمارَة,noun,Emirates
81,39,تطورا,تَطَوُّر,noun,progress;development
81,40,عميقا,عَمِيق,adj,deep;profound
81,41,جدا,جِدّ,noun,very;much
81,42,وذلك,ذٰلِكَ,pron_dem,that
81,43,من,مِن,prep,from
81,44,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
81,45,تطور,تَطَوُّر,noun,progress;development
81,46,وازدهار,ٱِزْدِهار,noun,prosperity;thriving
81,47,إمارة,إِمارَة,noun,Emirate
81,48,دبي,دُبَيّ,noun_prop,Dubai
81,49,",",",",punc,","
81,50,وذلك,ذٰلِكَ,pron_dem,that
81,51,من,مِن,prep,from
81,52,خلال,خِلال,noun,during;through;(by)_means_(of);via;through
81,53,بناء,بِناء,noun,based_on;according_to
81,54,برج,بُرْج,noun_prop,Burj
81,55,خليفة,خَلِيفَة,noun_prop,Khalifa
81,56,وهو,هُوَ,pron,it/he
81,57,أطول,أَطْوَل,adj_comp,taller/tallest;longer/longest
81,58,برج,بُرْج,noun,tower;constellation
81,59,في,فِي,prep,in
81,60,العالم,عالَم,noun,world
81,61,.,.,punc,.
81,62,يمكن,أَمْكَن,verb,be_possible;make_possible_for
81,63,أن,أَنْ,conj_sub,"That,_to"
81,64,يؤثر,أَثَّر,verb,be_affected;be_influenced
81,65,التواصل,تَواصُل,noun,continuity;continuation
81,66,الاجتماعي,ٱِجْتِماعِيّ,adj,social
81,67,على,عَلَى,prep,on;above
81,68,الأفراد,فَرْد,noun,individuals
81,69,وذلك,ذٰلِكَ,pron_dem,that
