sentence_index,word_index,word,gold_lex,gold_pos
699,9,سوءة,سُوء,noun
699,10,أخيه,أَخ,noun
699,11,قال,قال,verb
699,12,يويلتى,وَيْل,noun
699,13,أعجزت,أَعْجَز,verb
699,14,أن,أَنْ,conj_sub
699,15,أكون,كان,verb
699,16,مثل,مِثْل,noun
699,17,هذا,هٰذا,pron_dem
699,18,الغراب,غُراب,noun
699,19,فأورى,وُرِىَ,UNK
699,20,سوءة,سُوء,noun
699,21,أخى,أَخ,noun
699,22,فأصبح,أَصْبَح,verb
699,23,من,مِن,prep
699,24,الندمين,نَدِمِين,noun
700,0,من,مِن,prep
700,1,أجل,أَجْل,noun
700,2,ذلك,ذٰلِكَ,pron_dem
700,3,كتبنا,كَتَب,verb
700,4,على,عَلَى,prep
700,5,بنى,بِنْيَة,noun
700,6,إسرءيل,إِسْرَائِيل,noun_prop
700,7,أنه,إِنَّ,verb_pseudo
700,8,من,مَنْ,pron_rel
700,9,قتل,قَتَل,verb
700,10,نفسا,نَفْس,noun
700,11,بغير,غَيْر,noun
700,12,نفس,نَفْس,noun
700,13,أو,أَوْ,conj
700,14,فساد,فَساد,noun
700,15,فى,فِي,prep
700,16,الأرض,أَرْض,noun
700,17,فكأنما,مَاآكَأَنّ,verb_pseudo
700,18,قتل,قَتَل,verb
700,19,الناس,ناس,noun
700,20,جميعا,جَمِيع,noun_quant
700,21,ومن,مَنْ,pron_rel
700,22,أحياها,أَحْيَى,verb
700,23,فكأنما,مَاآكَأَنّ,verb_pseudo
700,24,أحيا,أَحْيَى,verb
700,25,الناس,ناس,noun
700,26,جميعا,جَمِيع,noun_quant
700,27,ولقد,قَدْ,part_verb
700,28,جاءتهم,جاء,verb
700,29,رسلنا,رَسُول,noun
700,30,بالبينت,بَيِّنَة,noun
700,31,ثم,ثُمَّ,conj
700,32,إن,إِنَّ,verb_pseudo
700,33,كثيرا,كَثِير,adj
700,34,منهم,مِن,prep
700,35,بعد,بَعْد,noun
700,36,ذلك,ذٰلِكَ,pron_dem
700,37,فى,فِي,prep
700,38,الأرض,أَرْض,noun
700,39,لمسرفون,مُسْرِف,adj
701,0,إنما,إِنَّ,verb_pseudo
701,1,جزؤا,جَزَاء,noun
701,2,الذين,الَّذِي,pron_rel
701,3,يحاربون,حارَب,verb
701,4,الله,اللّٰه,noun_prop
701,5,ورسوله,رَسُول,noun
701,6,ويسعون,سَعَى,verb
701,7,فى,فِي,prep
701,8,الأرض,أَرْض,noun
701,9,فسادا,فَساد,noun
701,10,أن,أَنْ,conj_sub
701,11,يقتلوا,قَتَّل,verb
701,12,أو,أَوْ,conj
701,13,يصلبوا,صَلُب,verb
701,14,أو,أَوْ,conj
701,15,تقطع,قَطَّع,verb
701,16,أيديهم,يَد,noun
701,17,وأرجلهم,رِجْل,noun
701,18,من,مِن,prep
701,19,خلف,خَلَف,noun
701,20,أو,أَوْ,conj
701,21,ينفوا,نَفَى,verb
701,22,من,مِن,prep
701,23,الأرض,أَرْض,noun
701,24,ذلك,ذٰلِكَ,pron_dem
701,25,لهم,لِ,prep
701,26,خزى,خَزَى,noun
701,27,فى,فِي,prep
701,28,الدنيا,دُنْيا,noun
701,29,ولهم,لِ,prep
701,30,فى,فِي,prep
701,31,الآخرة,آخَر,adj
701,32,عذاب,عَذاب,noun
701,33,عظيم,عَظِيم,adj
702,0,إلا,إِلّا,part_restrict
702,1,الذين,الَّذِي,pron_rel
702,2,تابوا,تاب,verb
702,3,من,مِن,prep
702,4,قبل,قَبْل,noun
702,5,أن,أَنْ,conj_sub
702,6,تقدروا,قَدَر,verb
702,7,عليهم,عَلَى,prep
702,8,فاعلموا,عَلِم,verb
702,9,أن,إِنَّ,verb_pseudo
702,10,الله,اللّٰه,noun_prop
702,11,غفور,غَفُور,adj
702,12,رحيم,رَحِيم,adj
703,0,يأيها,ياي,noun
703,1,الذين,الَّذِي,pron_rel
703,2,آمنوا,أَمَّن,verb
703,3,اتقوا,ٱِتَّقَى,verb
703,4,الله,اللّٰه,noun_prop
703,5,وابتغوا,ٱِبْتَغَى,verb
703,6,إليه,إِلَى,prep
703,7,الوسيلة,وَسِيلَة,noun
703,8,وجهدوا,جَهَد,verb
703,9,فى,فِي,prep
703,10,سبيله,سَبِيل,noun
703,11,لعلكم,لَعَلَّ,verb_pseudo
703,12,تفلحون,أَفْلَح,verb
704,0,إن,إِنَّ,verb_pseudo
704,1,الذين,الَّذِي,pron_rel
704,2,كفروا,كَفَر,verb
704,3,لو,لَوْ,conj_sub
704,4,أن,إِنَّ,verb_pseudo
704,5,لهم,لِ,prep
704,6,ما,ما,pron_rel
704,7,فى,فِي,prep
704,8,الأرض,أَرْض,noun
704,9,جميعا,جَمِيع,noun_quant
704,10,ومثله,مِثْل,noun
704,11,معه,مَع,noun
704,12,ليفتدوا,ٱِفْتَدَى,verb
704,13,به,بِ,prep
704,14,من,مِن,prep
704,15,عذاب,عَذاب,noun
704,16,يوم,يَوْم,noun
704,17,القيمة,قِيمَة,noun
704,18,ما,ما,part_neg
704,19,تقبل,تَقَبَّل,verb
704,20,منهم,مِن,prep
704,21,ولهم,لِ,prep
704,22,عذاب,عَذاب,noun
704,23,أليم,أَلِيم,adj
705,0,يريدون,أَراد,verb
705,1,أن,أَنْ,conj_sub
705,2,يخرجوا,خَرَج,verb
705,3,من,مِن,prep
705,4,النار,نار,noun
705,5,وما,ما,part_neg
705,6,هم,هُم,pron
705,7,بخرجين,خَارِج,noun
705,8,منها,مِن,prep
705,9,ولهم,لِ,prep
705,10,عذاب,عَذاب,noun
705,11,مقيم,مُقِيم,adj
706,0,والسارق,سارِق,noun
706,1,والسارقة,سارِق,noun
706,2,فاقطعوا,أَقْطَع,verb
706,3,أيديهما,يَد,noun
706,4,جزاء,جَزاء,noun
706,5,بما,ما,pron_rel
706,6,كسبا,كَسَب,verb
706,7,نكلا,نَكْل,noun
706,8,من,مِن,prep
706,9,الله,اللّٰه,noun_prop
706,10,والله,اللّٰه,noun_prop
706,11,عزيز,عَزِيز,adj
706,12,حكيم,حَكِيم,adj
707,0,فمن,مَنْ,pron_rel
707,1,تاب,تاب,verb
707,2,من,مِن,prep
707,3,بعد,بَعْد,noun
707,4,ظلمه,ظُلْم,noun
707,5,وأصلح,أَصْلَح,verb
707,6,فإن,إِنَّ,verb_pseudo
707,7,الله,اللّٰه,noun_prop
707,8,يتوب,تاب,verb
707,9,عليه,عَلَى,prep
707,10,إن,إِنَّ,verb_pseudo
707,11,الله,اللّٰه,noun_prop
707,12,غفور,غَفُور,adj
707,13,رحيم,رَحِيم,adj
708,0,ألم,لَمْ,part_neg
708,1,تعلم,عَلِم,verb
708,2,أن,إِنَّ,verb_pseudo
708,3,الله,اللّٰه,noun_prop
708,4,له,لِ,prep
708,5,ملك,مُلْك,noun
708,6,السموت,سَمْت,noun
708,7,والأرض,أَرْض,noun
708,8,يعذب,عَذَّب,verb
708,9,من,مَنْ,pron_rel
708,10,يشاء,شاء,verb
708,11,ويغفر,غَفَر,verb
708,12,لمن,مَنْ,pron_rel
708,13,يشاء,شاء,verb
708,14,والله,اللّٰه,noun_prop
708,15,على,عَلَى,prep
708,16,كل,كُلّ,noun_quant
708,17,شىء,شَيْء,noun
708,18,قدير,قَدِير,adj
709,0,يأيها,ياي,noun
709,1,الرسول,رَسُول,noun
709,2,لا,لا,part_neg
709,3,يحزنك,حاز,verb
709,4,الذين,الَّذِي,pron_rel
709,5,يسرعون,سَرُع,verb
709,6,فى,فِي,prep
709,7,الكفر,كُفْر,noun
709,8,من,مِن,prep
709,9,الذين,الَّذِي,pron_rel
709,10,قالوا,قال,verb
709,11,آمنا,أَمَّن,verb
709,12,بأفوههم,أَفْوَه,noun
709,13,ولم,لَمْ,part_neg
709,14,تؤمن,أَمَّن,verb
709,15,قلوبهم,قَلْب,noun
709,16,ومن,مِن,prep
709,17,الذين,الَّذِي,pron_rel
709,18,هادوا,هاد,verb
709,19,سمعون,سَمَّعُون,noun
709,20,للكذب,كِذْب,noun
709,21,سمعون,سَمَّعُون,noun
709,22,لقوم,قَوْم,noun
709,23,آخرين,آخَر,adj
709,24,لم,لَمْ,part_neg
709,25,يأتوك,أَتَى,verb
709,26,يحرفون,حَرَّف,verb
709,27,الكلم,كَلْم,noun
709,28,من,مِن,prep
709,29,بعد,بَعْد,noun
709,30,مواضعه,مَوْضِع,noun
709,31,يقولون,قال,verb
709,32,إن,إِنْ,conj_sub
709,33,أوتيتم,آتَى,verb
709,34,هذا,هٰذا,pron_dem
709,35,فخذوه,أَخَذ,verb
709,36,وإن,إِنْ,conj_sub
709,37,لم,لَمْ,part_neg
709,38,تؤتوه,آتَى,verb
709,39,فاحذروا,حَذِر,verb
709,40,ومن,مَنْ,pron_rel
709,41,يرد,أَراد,verb
709,42,الله,اللّٰه,noun_prop
709,43,فتنته,فِتْنَة,noun
709,44,فلن,لَنْ,part_neg
709,45,تملك,مَلَك,verb
709,46,له,لِ,prep
709,47,من,مِن,prep
709,48,الله,اللّٰه,noun_prop
709,49,شيا,شَيّ,noun
709,50,أولئك,أُولَئِك,pron_dem
709,51,الذين,الَّذِي,pron_rel
709,52,لم,لَمْ,part_neg
709,53,يرد,أَراد,verb
709,54,الله,اللّٰه,noun_prop
709,55,أن,أَنْ,conj_sub
709,56,يطهر,طَهَّر,verb
709,57,قلوبهم,قَلْب,noun
709,58,لهم,لِ,prep
709,59,فى,فِي,prep
709,60,الدنيا,دُنْيا,noun
709,61,خزى,خَزَى,noun
709,62,ولهم,لِ,prep
709,63,فى,فِي,prep
709,64,الآخرة,آخَر,adj
709,65,عذاب,عَذاب,noun
709,66,عظيم,عَظِيم,adj
710,0,سمعون,سَمَّعُون,noun
710,1,للكذب,كِذْب,noun
710,2,أكلون,آكِل,noun
710,3,للسحت,سُحْت,noun
710,4,فإن,إِنْ,conj_sub
710,5,جاءوك,جاء,verb
710,6,فاحكم,حَكَم,verb
710,7,بينهم,بَيْنَ,noun
710,8,أو,أَوْ,conj
710,9,أعرض,أَعْرَض,verb
710,10,عنهم,عَن,prep
710,11,وإن,إِنْ,conj_sub
710,12,تعرض,أَعْرَض,verb
710,13,عنهم,عَن,prep
710,14,فلن,لَنْ,part_neg
710,15,يضروك,ضَرّ,verb
710,16,شيا,شَيّ,noun
710,17,وإن,إِنْ,conj_sub
710,18,حكمت,حَكَم,verb
710,19,فاحكم,حَكَم,verb
710,20,بينهم,بَيْنَ,noun
710,21,بالقسط,قِسْط,noun
710,22,إن,إِنَّ,verb_pseudo
710,23,الله,اللّٰه,noun_prop
710,24,يحب,أَحَبّ,verb
710,25,المقسطين,مُقْسِط,adj
711,0,وكيف,كَيْفَ,adv_interrog
711,1,يحكمونك,حَكَم,verb
711,2,وعندهم,عِنْد,noun
711,3,التورىة,تَّوْرَىة,noun_prop
711,4,فيها,فِي,prep
711,5,حكم,حُكْم,noun
711,6,الله,اللّٰه,noun_prop
711,7,ثم,ثُمَّ,conj
711,8,يتولون,تَوَلَّى,verb
711,9,من,مِن,prep
711,10,بعد,بَعْد,noun
711,11,ذلك,ذٰلِكَ,pron_dem
711,12,وما,ما,part_neg
711,13,أولئك,أُولَئِك,pron_dem
711,14,بالمؤمنين,مُؤْمِن,noun
712,0,إنا,إِنّ,verb_pseudo
712,1,أنزلنا,أَنْزَل,verb
712,2,التورىة,تَّوْرَىة,noun_prop
712,3,فيها,فِي,prep
712,4,هدى,هُدَى,noun
712,5,ونور,نُور,noun
712,6,يحكم,حَكَم,verb
712,7,بها,بِ,prep
712,8,النبيون,نَبِيّ,noun
712,9,الذين,الَّذِي,pron_rel
712,10,أسلموا,أَسْلَم,verb
712,11,للذين,الَّذِي,pron_rel
712,12,هادوا,هاد,verb
712,13,والربنيون,رَبَّنِيِّن,noun
712,14,والأحبار,حَبْر,noun
712,15,بما,ما,pron_rel
712,16,استحفظوا,ٱِسْتَحْفَظ,verb
712,17,من,مِن,prep
712,18,كتب,كِتاب,noun
712,19,الله,اللّٰه,noun_prop
712,20,وكانوا,كان,verb
712,21,عليه,عَلَى,prep
712,22,شهداء,شَهِيد,noun
712,23,فلا,لا,part_neg
712,24,تخشوا,خَشِي,verb
712,25,الناس,ناس,noun
712,26,واخشون,خَشِىَ,verb
712,27,ولا,لا,part_neg
712,28,تشتروا,ٱِشْتَرَى,verb
712,29,بايتى,أَيّ,noun_quant
712,30,ثمنا,ثَمَن,noun
712,31,قليلا,قَلِيل,adj
712,32,ومن,مَنْ,pron_rel
712,33,لم,لَمْ,part_neg
712,34,يحكم,حَكَم,verb
712,35,بما,ما,pron_rel
712,36,أنزل,أَنْزَل,verb
712,37,الله,اللّٰه,noun_prop
712,38,فأولئك,أُولَئِك,pron_dem
712,39,هم,هُم,pron
712,40,الكفرون,كَفِرُون,noun
713,0,وكتبنا,كَتَب,verb
713,1,عليهم,عَلَى,prep
713,2,فيها,فِي,prep
713,3,أن,إِنَّ,verb_pseudo
713,4,النفس,نَفْس,noun
713,5,بالنفس,نَفْس,noun
713,6,والعين,عَيْن,noun
713,7,بالعين,عَيْن,noun
713,8,والأنف,أَنْف,noun
713,9,بالأنف,أَنْف,noun
713,10,والأذن,أُذُن,noun
713,11,بالأذن,أُذُن,noun
713,12,والسن,سِنّ,noun
713,13,بالسن,سِنّ,noun
713,14,والجروح,جُرْح,noun
713,15,قصاص,قِصاص,noun
713,16,فمن,مَنْ,pron_rel
713,17,تصدق,تَصَدَّق,verb
713,18,به,بِ,prep
713,19,فهو,هُوَ,pron
713,20,كفارة,فَأْر,noun
713,21,له,لِ,prep
713,22,ومن,مَنْ,pron_rel
713,23,لم,لَمْ,part_neg
713,24,يحكم,حَكَم,verb
713,25,بما,ما,pron_rel
713,26,أنزل,أَنْزَل,verb
713,27,الله,اللّٰه,noun_prop
713,28,فأولئك,أُولَئِك,pron_dem
713,29,هم,هُم,pron
713,30,الظلمون,ظَالِم,noun
714,0,وقفينا,قَفَّى,verb
714,1,على,عَلَى,prep
714,2,آثرهم,أَثَر,noun
714,3,بعيسى,عِيسَى,noun_prop
714,4,ابن,ٱِبْن,noun
714,5,مريم,مَرْيَم,noun_prop
714,6,مصدقا,مُصَدَّق,adj
714,7,لما,ما,pron_rel
714,8,بين,بَيْنَ,noun
714,9,يديه,يَد,noun
714,10,من,مِن,prep
714,11,التورىة,تَّوْرَىة,noun_prop
714,12,وآتينه,أَتَى,verb
714,13,الإنجيل,إِنْجِيل,noun
714,14,فيه,فِي,prep
714,15,هدى,هُدَى,noun
714,16,ونور,نُور,noun
714,17,ومصدقا,مُصَدَّق,adj
714,18,لما,ما,pron_rel
714,19,بين,بَيْنَ,noun
714,20,يديه,يَد,noun
714,21,من,مِن,prep
714,22,التورىة,تَّوْرَىة,noun_prop
714,23,وهدى,هُدَى,noun
714,24,وموعظة,مَوْعِظَة,noun
714,25,للمتقين,مُتَّقِي,noun
715,0,وليحكم,حَكَم,verb
715,1,أهل,أَهْل,noun
715,2,الإنجيل,إِنْجِيل,noun
715,3,بما,ما,pron_rel
715,4,أنزل,أَنْزَل,verb
715,5,الله,اللّٰه,noun_prop
715,6,فيه,فِي,prep
715,7,ومن,مَنْ,pron_rel
715,8,لم,لَمْ,part_neg
715,9,يحكم,حَكَم,verb
715,10,بما,ما,pron_rel
715,11,أنزل,أَنْزَل,verb
715,12,الله,اللّٰه,noun_prop
715,13,فأولئك,أُولَئِك,pron_dem
715,14,هم,هُم,pron
715,15,الفسقون,فَاسِق,noun
716,0,وأنزلنا,أَنْزَل,verb
716,1,إليك,إِلَى,prep
716,2,الكتب,كِتاب,noun
716,3,بالحق,حَقّ,noun
716,4,مصدقا,مُصَدَّق,adj
716,5,لما,ما,pron_rel
716,6,بين,بَيْنَ,noun
716,7,يديه,يَد,noun
716,8,من,مِن,prep
716,9,الكتب,كِتاب,noun
716,10,ومهيمنا,مُهَيْمِن,adj
716,11,عليه,عَلَى,prep
716,12,فاحكم,حَكَم,verb
716,13,بينهم,بَيْنَ,noun
716,14,بما,ما,pron_rel
716,15,أنزل,أَنْزَل,verb
716,16,الله,اللّٰه,noun_prop
716,17,ولا,لا,part_neg
716,18,تتبع,ٱِتَّبَع,verb
716,19,أهواءهم,هَواء,noun
716,20,عما,عَن,prep
716,21,جاءك,جاء,verb
716,22,من,مِن,prep
716,23,الحق,حَقّ,noun
716,24,لكل,كُلّ,noun_quant
716,25,جعلنا,جَعَل,verb
716,26,منكم,مِن,prep
716,27,شرعة,شِرْعَة,noun
716,28,ومنهاجا,مِنْهاج,noun
716,29,ولو,لَوْ,conj_sub
716,30,شاء,شاء,verb
716,31,الله,اللّٰه,noun_prop
716,32,لجعلكم,جَعَل,verb
716,33,أمة,أُمَّة,noun
716,34,وحدة,حِدَة,adj
716,35,ولكن,لٰكِنْ,conj
716,36,ليبلوكم,أَبْلَى,verb
716,37,فى,فِي,prep
716,38,ما,ما,pron_rel
716,39,آتىكم,اتَى,verb
716,40,فاستبقوا,ٱِسْتَبَق,verb
716,41,الخيرت,خَيْرَت,noun
716,42,إلى,إِلَى,prep
716,43,الله,اللّٰه,noun_prop
716,44,مرجعكم,مَرْجِع,noun
716,45,جميعا,جَمِيع,noun_quant
716,46,فينبئكم,نَبَّأ,verb
716,47,بما,ما,pron_rel
716,48,كنتم,كان,verb
716,49,فيه,فِي,prep
716,50,تختلفون,ٱِخْتَلَف,verb
717,0,وأن,أَنْ,conj_sub
717,1,احكم,حَكَم,verb
717,2,بينهم,بَيْنَ,noun
717,3,بما,ما,pron_rel
717,4,أنزل,أَنْزَل,verb
717,5,الله,اللّٰه,noun_prop
717,6,ولا,لا,part_neg
717,7,تتبع,ٱِتَّبَع,verb
717,8,أهواءهم,هَواء,noun
717,9,واحذرهم,حَذَّر,verb
717,10,أن,أَنْ,conj_sub
717,11,يفتنوك,فَتَن,verb
717,12,عن,عَن,prep
717,13,بعض,بَعْض,noun_quant
717,14,ما,ما,pron_rel
717,15,أنزل,أَنْزَل,verb
717,16,الله,اللّٰه,noun_prop
717,17,إليك,إِلَى,prep
717,18,فإن,إِنْ,conj_sub
717,19,تولوا,تَوَلَّى,verb
717,20,فاعلم,عَلِم,verb
717,21,أنما,إِنَّ,verb_pseudo
717,22,يريد,أَراد,verb
717,23,الله,اللّٰه,noun_prop
717,24,أن,أَنْ,conj_sub
717,25,يصيبهم,أَصاب,verb
717,26,ببعض,بَعْض,noun_quant
717,27,ذنوبهم,ذَنْب,noun
717,28,وإن,إِنَّ,verb_pseudo
717,29,كثيرا,كَثِير,adj
717,30,من,مِن,prep
717,31,الناس,ناس,noun
717,32,لفسقون,فَاسِق,noun
718,0,أفحكم,حُكْم,noun
718,1,الجهلية,جَهِلِيَّة,noun_prop
718,2,يبغون,بَغَى,verb
718,3,ومن,مَنْ,pron_interrog
718,4,أحسن,أَحْسَن,verb
718,5,من,مِن,prep
718,6,الله,اللّٰه,noun_prop
718,7,حكما,حُكْم,noun
718,8,لقوم,قَوْم,noun
718,9,يوقنون,يُوقِنُ,verb
719,0,يأيها,ياي,noun
719,1,الذين,الَّذِي,pron_rel
719,2,آمنوا,أَمَّن,verb
719,3,لا,لا,part_neg
719,4,تتخذوا,ٱِتَّخَذ,verb
719,5,اليهود,يَهُودِيّ,adj
719,6,والنصرى,نَصْرِي,noun_prop
719,7,أولياء,وَلِيّ,noun
719,8,بعضهم,بَعْض,noun_quant
719,9,أولياء,وَلِيّ,noun
719,10,بعض,بَعْض,noun_quant
719,11,ومن,مَنْ,pron_rel
719,12,يتولهم,تَوَلَّى,verb
719,13,منكم,مِن,prep
719,14,فإنه,إِنَّ,verb_pseudo
719,15,منهم,مِن,prep
719,16,إن,إِنَّ,verb_pseudo
719,17,الله,اللّٰه,noun_prop
719,18,لا,لا,part_neg
719,19,يهدى,هَدَى,verb
719,20,القوم,قَوْم,noun
719,21,الظلمين,ظَالِم,adj
720,0,فترى,رَأَى,verb
720,1,الذين,الَّذِي,pron_rel
720,2,فى,فِي,prep
720,3,قلوبهم,قَلْب,noun
720,4,مرض,مَرَض,noun
720,5,يسرعون,سَرُع,verb
720,6,فيهم,فِي,prep
720,7,يقولون,قال,verb
720,8,نخشى,خَشِي,verb
720,9,أن,أَنْ,conj_sub
720,10,تصيبنا,أَصاب,verb
720,11,دائرة,دائِرَة,noun
720,12,فعسى,عَسَى,verb
720,13,الله,اللّٰه,noun_prop
720,14,أن,أَنْ,conj_sub
720,15,يأتى,أَتَى,verb
720,16,بالفتح,فَتْح,noun
720,17,أو,أَوْ,conj
720,18,أمر,أَمْر,noun
720,19,من,مِن,prep
720,20,عنده,عِنْد,noun
720,21,فيصبحوا,أَصْبَح,verb
720,22,على,عَلَى,prep
720,23,ما,ما,pron_rel
720,24,أسروا,أَسَرّ,verb
720,25,فى,فِي,prep
720,26,أنفسهم,نَفْس,noun
720,27,ندمين,نَدِمِين,noun
721,0,ويقول,قال,verb
721,1,الذين,الَّذِي,pron_rel
721,2,آمنوا,أَمَّن,verb
721,3,أهؤلاء,هَذَا,pron_dem
721,4,الذين,الَّذِي,pron_rel
721,5,أقسموا,أَقْسَم,verb
721,6,بالله,اللّٰه,noun_prop
721,7,جهد,جَهْد,noun
721,8,أيمنهم,يَمِين,noun
721,9,إنهم,إِنَّ,verb_pseudo
721,10,لمعكم,مَع,noun
721,11,حبطت,حَبَط,verb
721,12,أعملهم,عَمِل,verb
721,13,فأصبحوا,أَصْبَح,verb
721,14,خسرين,خَسِرِين,noun
722,0,يأيها,ياي,noun
722,1,الذين,الَّذِي,pron_rel
722,2,آمنوا,أَمَّن,verb
722,3,من,مَنْ,pron_rel
722,4,يرتد,ٱِرْتَدّ,verb
722,5,منكم,مِن,prep
722,6,عن,عَن,prep
722,7,دينه,دِين,noun
722,8,فسوف,سَوْفَ,part_fut
722,9,يأتى,أَتَى,verb
722,10,الله,اللّٰه,noun_prop
722,11,بقوم,قَوْم,noun
722,12,يحبهم,أَحَبّ,verb
722,13,ويحبونه,أَحَبّ,verb
722,14,أذلة,ذَلِيل,adj
722,15,على,عَلَى,prep
722,16,المؤمنين,مُؤْمِن,noun
722,17,أعزة,عَزِيز,adj
722,18,على,عَلَى,prep
722,19,الكفرين,كَفَر,noun
722,20,يجهدون,جَهَد,verb
722,21,فى,فِي,prep
722,22,سبيل,سَبِيل,noun
722,23,الله,اللّٰه,noun_prop
722,24,ولا,لا,part_neg
722,25,يخافون,خاف,verb
722,26,لومة,لَوْمَة,noun
722,27,لائم,لائِم,noun
722,28,ذلك,ذٰلِكَ,pron_dem
722,29,فضل,فَضْل,noun
722,30,الله,اللّٰه,noun_prop
722,31,يؤتيه,آتَى,verb
722,32,من,مَنْ,pron_rel
722,33,يشاء,شاء,verb
722,34,والله,اللّٰه,noun_prop
722,35,وسع,وَسَع,noun
722,36,عليم,عَلِيم,noun
723,0,إنما,إِنَّ,verb_pseudo
723,1,وليكم,وَلِيّ,noun
723,2,الله,اللّٰه,noun_prop
723,3,ورسوله,رَسُول,noun
723,4,والذين,الَّذِي,pron_rel
723,5,آمنوا,أَمَّن,verb
723,6,الذين,الَّذِي,pron_rel
723,7,يقيمون,أَقام,verb
723,8,الصلوة,صَلاة,noun
723,9,ويؤتون,آتَى,verb
723,10,الزكوة,زَكاة,noun
723,11,وهم,هُم,pron
723,12,ركعون,رَاكِع,noun
724,0,ومن,مَنْ,pron_rel
724,1,يتول,تَوَلَّى,verb
724,2,الله,اللّٰه,noun_prop
724,3,ورسوله,رَسُول,noun
724,4,والذين,الَّذِي,pron_rel
724,5,آمنوا,أَمَّن,verb
724,6,فإن,إِنَّ,verb_pseudo
724,7,حزب,حِزْب,noun
724,8,الله,اللّٰه,noun_prop
724,9,هم,هُم,pron
724,10,الغلبون,غَالِب,noun
725,0,يأيها,ياي,noun
725,1,الذين,الَّذِي,pron_rel
725,2,آمنوا,أَمَّن,verb
725,3,لا,لا,part_neg
725,4,تتخذوا,ٱِتَّخَذ,verb
725,5,الذين,الَّذِي,pron_rel
725,6,اتخذوا,ٱِتَّخَذ,verb
725,7,دينكم,دِين,noun
725,8,هزوا,هُزُو,noun
725,9,ولعبا,لَعْب,noun
725,10,من,مِن,prep
725,11,الذين,الَّذِي,pron_rel
725,12,أوتوا,آتَى,verb
725,13,الكتب,كِتاب,noun
725,14,من,مِن,prep
725,15,قبلكم,قَبْل,noun
725,16,والكفار,كافِر,noun
725,17,أولياء,وَلِيّ,noun
725,18,واتقوا,ٱِتَّقَى,verb
725,19,الله,اللّٰه,noun_prop
725,20,إن,إِنْ,conj_sub
725,21,كنتم,كان,verb
725,22,مؤمنين,مُؤْمِن,noun
726,0,وإذا,إِذا,conj_sub
726,1,ناديتم,نادَى,verb
726,2,إلى,إِلَى,prep
726,3,الصلوة,صَلاة,noun
726,4,اتخذوها,ٱِتَّخَذ,verb
726,5,هزوا,هُزُو,noun
726,6,ولعبا,لَعْب,noun
726,7,ذلك,ذٰلِكَ,pron_dem
726,8,بأنهم,أَنَّ,conj_sub
726,9,قوم,قَوْم,noun
726,10,لا,لا,part_neg
726,11,يعقلون,عَقَل,verb
727,0,قل,قال,verb
727,1,يأهل,أَهَل,verb
727,2,الكتب,كِتاب,noun
727,3,هل,هَلْ,part_interrog
727,4,تنقمون,نَقَم,verb
727,5,منا,مِن,prep
727,6,إلا,إِلّا,part_restrict
727,7,أن,أَنْ,conj_sub
727,8,آمنا,أَمَّن,verb
727,9,بالله,اللّٰه,noun_prop
727,10,وما,ما,pron_rel
727,11,أنزل,أَنْزَل,verb
727,12,إلينا,إِلَى,prep
727,13,وما,ما,pron_rel
727,14,أنزل,أَنْزَل,verb
727,15,من,مِن,prep
727,16,قبل,قَبْل,noun
727,17,وأن,إِنَّ,verb_pseudo
727,18,أكثركم,أَكْثَر,noun_quant
727,19,فسقون,فَاسِق,noun
728,0,قل,قال,verb
728,1,هل,هَلْ,part_interrog
728,2,أنبئكم,نَبَّأ,verb
728,3,بشر,شَرّ,noun
728,4,من,مِن,prep
728,5,ذلك,ذٰلِكَ,pron_dem
728,6,مثوبة,مَثْوَبَة,noun
728,7,عند,عِنْد,noun
728,8,الله,اللّٰه,noun_prop
728,9,من,مَنْ,pron_rel
728,10,لعنه,لَعَن,verb
728,11,الله,اللّٰه,noun_prop
728,12,وغضب,غَضِب,verb
728,13,عليه,عَلَى,prep
728,14,وجعل,جَعَل,verb
728,15,منهم,مِن,prep
728,16,القردة,قِرْد,noun
728,17,والخنازير,خِنْزِير,noun
728,18,وعبد,عَبَد,verb
728,19,الطغوت,طَّغُوت,noun
728,20,أولئك,أُولَئِك,pron_dem
728,21,شر,شَرّ,noun
728,22,مكانا,مَكان,noun
728,23,وأضل,أَضَلّ,verb
728,24,عن,عَن,prep
728,25,سواء,سَواء,noun
728,26,السبيل,سَبِيل,noun
729,0,وإذا,إِذا,conj_sub
729,1,جاءوكم,جاء,verb
729,2,قالوا,قال,verb
729,3,آمنا,أَمَّن,verb
729,4,وقد,قَدْ,part_verb
729,5,دخلوا,دَخَل,verb
729,6,بالكفر,كُفْر,noun
729,7,وهم,هُم,pron
729,8,قد,قَدْ,part_verb
729,9,خرجوا,خَرَج,verb
729,10,به,بِ,prep
729,11,والله,اللّٰه,noun_prop
729,12,أعلم,أَعْلَم,verb
729,13,بما,ما,pron_rel
729,14,كانوا,كان,verb
729,15,يكتمون,كَتَم,verb
730,0,وترى,رَأَى,verb
730,1,كثيرا,كَثِير,adj
730,2,منهم,مِن,prep
730,3,يسرعون,سَرُع,verb
730,4,فى,فِي,prep
730,5,الإثم,إِثْم,noun
730,6,والعدون,عُدْوَن,noun
730,7,وأكلهم,أَكْل,noun
730,8,السحت,سُحْت,noun
730,9,لبئس,بِئسَ,verb
730,10,ما,ما,pron_rel
730,11,كانوا,كان,verb
730,12,يعملون,عَمِل,verb
